index,Artist,Playlist AVG Release Time,Instagram Link,Artists Spotify Link,Career Started,Number of Tracks,Instagram Subscribers,Monthly Listeners,Time Since Latest Release,Average Release Time IG,AVG Release Time Artist,Playlist Description,Playlists Likes,Average Comments,Artist AVG Release,Playlist Link,Popularity Index,Artist Inside,AVG Release Time Per Track Artist,Average Likes,AVG listeners playlist,Number of artists in playlist
0,LOVNIS,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,0.0,3.0
1,ULITKA,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,0.0,3.0
2,Mark Loughrey,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,0.0,3.0
3,Hannah Elkins,605.1135644121849,https://instagram.com/fidlar,https://open.spotify.com/artist/3P6duIn7oHeiBACZfYeNud,4006,78,-1.0,618200.0,11.435587963506945,0.0,460.0,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,49,FIDLAR,51,,11182577.46,250.0
4,Hannah Elkins,605.1135644121849,https://instagram.com/benleftwich,https://open.spotify.com/artist/7D5oTJSXSHf51auG0106CQ,4433,92,-1.0,933800.0,629.4356491281944,0.0,496.57894736842104,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,48,Benjamin Francis Leftwich,48,,11182577.46,250.0
5,Hannah Elkins,605.1135644121849,https://instagram.com/george_ezra,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j,3565,97,-1.0,17400000.0,200.43570723309026,0.0,691.8888888888889,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,73,George Ezra,36,,11182577.46,250.0
6,Hannah Elkins,605.1135644121849,https://instagram.com/thexx,https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy,5119,93,-1.0,5800000.0,260.43575196350696,0.0,639.3181818181819,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,64,The xx,55,,11182577.46,250.0
7,Hannah Elkins,605.1135644121849,https://instagram.com/mumfordandsons,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,4967,135,-1.0,10300000.0,991.4357963711458,0.0,531.421052631579,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,70,Mumford &amp; Sons,36,,11182577.46,250.0
8,Hannah Elkins,605.1135644121849,No Instagram,https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn,6428,103,-1.0,5900000.0,50.435876616215275,-1.0,993.2105263157895,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,-1.0,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,62,Corinne Bailey Rae,62,-1.0,11182577.46,250.0
9,Hannah Elkins,605.1135644121849,https://instagram.com/tameimpala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,5698,103,-1.0,26100000.0,18.435971891921294,0.0,610.6521739130435,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,78,Tame Impala,55,,11182577.46,250.0
10,Hannah Elkins,605.1135644121849,https://instagram.com/reginaspektor,https://open.spotify.com/artist/3z6Gk257P9jNcZbBXJNX5i,8065,224,-1.0,3000000.0,368.4360428445023,0.0,1051.904761904762,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,59,Regina Spektor,36,,11182577.46,250.0
11,Hannah Elkins,605.1135644121849,No Instagram,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,20254,743,-1.0,30900000.0,218.4362149326736,-1.0,690.8965517241379,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,-1.0,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,79,Fleetwood Mac,27,-1.0,11182577.46,250.0
12,Hannah Elkins,605.1135644121849,https://instagram.com/benhoward_,https://open.spotify.com/artist/5schNIzWdI9gJ1QRK8SBnc,4602,121,-1.0,4400000.0,53.43624588975695,0.0,851.8125,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,64,Ben Howard,38,,11182577.46,250.0
13,Hannah Elkins,605.1135644121849,https://instagram.com/jamesblake,https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU,5108,125,-1.0,11300000.0,13.436293916898148,0.0,553.76,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,72,James Blake,40,,11182577.46,250.0
14,Hannah Elkins,605.1135644121849,https://instagram.com/realtamiaworld,https://open.spotify.com/artist/0le01dl1WllSHhjEXRl4in,8346,136,-1.0,2800000.0,25.436435344768523,0.0,1133.5294117647059,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,59,Tamia,61,,11182577.46,250.0
15,Hannah Elkins,605.1135644121849,https://instagram.com/newtonfaulkner,https://open.spotify.com/artist/0pf1lcBxh6HiiHQAIzhTI5,6093,255,-1.0,572800.0,256.4364841773843,0.0,453.02777777777777,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,46,Newton Faulkner,23,,11182577.46,250.0
16,Hannah Elkins,605.1135644121849,https://instagram.com/onerepublic,https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ,5740,219,-1.0,49300000.0,74.4368255322338,0.0,344.80434782608694,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,81,OneRepublic,26,,11182577.46,250.0
17,Hannah Elkins,605.1135644121849,https://instagram.com/thelumineers,https://open.spotify.com/artist/16oZKvXb6WkQlVAjwo2Wbg,4237,112,-1.0,18900000.0,452.4368793408565,0.0,366.0,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,75,The Lumineers,37,,11182577.46,250.0
18,Hannah Elkins,605.1135644121849,https://instagram.com/bobmarley,https://open.spotify.com/artist/2QsynagSdAqZj3U9HgDzjD,18379,524,8000000.0,20300000.0,4.4369484080671295,0.0,706.7307692307693,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,78,Bob Marley &amp; The Wailers,35,,11182577.46,250.0
19,Hannah Elkins,605.1135644121849,https://instagram.com/gryffin,https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh,2755,257,-1.0,8400000.0,46.43711719289352,0.0,61.357142857142854,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,67,Gryffin,10,,11182577.46,250.0
20,Hannah Elkins,605.1135644121849,https://instagram.com/chilipeppers,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,14242,301,-1.0,30300000.0,256.437287685382,0.0,1679.625,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,80,Red Hot Chili Peppers,47,,11182577.46,250.0
21,Hannah Elkins,605.1135644121849,https://instagram.com/paolonutini,https://open.spotify.com/artist/7x5rK9BClDQ8wmCkYAGsQp,6280,99,-1.0,4800000.0,403.4374262825347,0.0,712.4375,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,65,Paolo Nutini,63,,11182577.46,250.0
22,Hannah Elkins,605.1135644121849,https://instagram.com/jose.gonz.music,https://open.spotify.com/artist/6xrCU6zdcSTsG2hLrojpmI,7342,124,-1.0,5000000.0,5.437479095185186,0.0,1048.7777777777778,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,63,José González,59,,11182577.46,250.0
23,Hannah Elkins,605.1135644121849,https://instagram.com/jason_mraz,https://open.spotify.com/artist/4phGZZrJZRo4ElhRtViYdl,7602,324,-1.0,16600000.000000002,0.4377582231365741,0.0,447.36,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,71,Jason Mraz,23,,11182577.46,250.0
24,Hannah Elkins,605.1135644121849,https://instagram.com/thetempertrap,https://open.spotify.com/artist/4W48hZAnAHVOC2c8WH8pcq,6107,98,-1.0,7500000.0,138.43780078136572,0.0,639.9047619047619,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,64,The Temper Trap,62,,11182577.46,250.0
25,Hannah Elkins,605.1135644121849,https://instagram.com/shawnmendes/,https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr,3141,200,-1.0,44800000.0,60.43814449842592,0.0,280.1034482758621,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,81,Shawn Mendes,15,,11182577.46,250.0
26,Hannah Elkins,605.1135644121849,https://instagram.com/pinksweats,https://open.spotify.com/artist/1W7FNibLa0O0b572tB2w7t,1810,86,-1.0,9400000.0,4.43843833369213,0.0,78.43589743589743,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,66,Pink Sweat$,21,,11182577.46,250.0
27,Hannah Elkins,605.1135644121849,https://instagram.com/johnmayer,https://open.spotify.com/artist/0hEurMDQu99nJRq8pTxO14,8719,198,-1.0,16000000.0,648.4384987110764,0.0,985.8333333333334,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,75,John Mayer,44,,11182577.46,250.0
28,Hannah Elkins,605.1135644121849,https://instagram.com/yellowdayss,https://open.spotify.com/artist/3dv4Q4q3LWOnbLJnC6GgTY,2491,81,-1.0,731500.0,202.4385417834491,0.0,303.45454545454544,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,48,Yellow Days,30,,11182577.46,250.0
29,Hannah Elkins,605.1135644121849,https://instagram.com/themayries,https://open.spotify.com/artist/38SWPOPO1YqxUPnT4AAoID,2433,122,-1.0,905100.0,32.43858685231481,0.0,104.74545454545455,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,52,The Mayries,19,,11182577.46,250.0
30,Hannah Elkins,605.1135644121849,https://instagram.com/jamesbaymusic,https://open.spotify.com/artist/4EzkuveR9pLvDVFNx6foYD,3871,113,-1.0,11000000.0,392.4387696699537,0.0,283.38709677419354,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,68,James Bay,34,,11182577.46,250.0
31,Hannah Elkins,605.1135644121849,https://instagram.com/thebeachboys,https://open.spotify.com/artist/3oDbviiivRWhXwIE8hxkVV,22226,1713,158000.0,12500000.0,249.43898817732637,0.0,399.58181818181816,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,71,The Beach Boys,12,,11182577.46,250.0
32,Hannah Elkins,605.1135644121849,https://instagram.com/mattcorby,https://open.spotify.com/artist/7CIW23FQUXPc1zebnO1TDG,3917,65,-1.0,1500000.0,137.4390400596759,10.0,465.4736842105263,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,164.53846153846155,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,54,Matt Corby,60,98387.0,11182577.46,250.0
33,Hannah Elkins,605.1135644121849,https://instagram.com/thekooksmusic,https://open.spotify.com/artist/1GLtl8uqKmnyCWxHmw9tL4,6428,279,-1.0,7100000.0,382.4391202186111,0.0,452.05,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,65,The Kooks,23,,11182577.46,250.0
34,Hannah Elkins,605.1135644121849,https://instagram.com/mabel,https://open.spotify.com/artist/1MIVXf74SZHmTIp4V4paH4,2909,188,-1.0,8500000.0,265.43943534980326,0.0,68.15384615384616,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,65,Mabel,15,,11182577.46,250.0
35,Hannah Elkins,605.1135644121849,https://instagram.com/jakobogawa,https://open.spotify.com/artist/4ub2v80S4RIceZRGnlhjTr,2762,14,-1.0,1400000.0,1411.4394794351738,0.0,225.16666666666666,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,53,Jakob,197,,11182577.46,250.0
36,Hannah Elkins,605.1135644121849,https://instagram.com/fatfreddysdropnz,https://open.spotify.com/artist/32lo0J8u6KZJTwBOIBrdYS,6364,147,-1.0,965400.0,11.439522706493056,0.0,720.5454545454545,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,54,Fat Freddy's Drop,43,,11182577.46,250.0
37,Hannah Elkins,605.1135644121849,https://instagram.com/vancejoy,https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT,3731,155,-1.0,24100000.0,116.43977625706017,0.0,247.025,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,74,Vance Joy,24,,11182577.46,250.0
38,Hannah Elkins,605.1135644121849,https://instagram.com/tashsultanaofficial,https://open.spotify.com/artist/6zVFRTB0Y1whWyH7ZNmywf,2351,75,-1.0,3200000.0,34.43981937274305,0.0,234.07142857142858,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,61,Tash Sultana,31,,11182577.46,250.0
39,Hannah Elkins,605.1135644121849,No Instagram,https://open.spotify.com/artist/23fqKkggKUBHNkbKtXEls4,3737,138,-1.0,27600000.0,130.43989292197918,-1.0,143.94915254237287,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,-1.0,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,77,Kygo,27,-1.0,11182577.46,250.0
40,Hannah Elkins,605.1135644121849,https://instagram.com/rolemodel,https://open.spotify.com/artist/1dy5WNgIKQU6ezkpZs4y8z,2381,40,-1.0,2200000.0,172.4399404782523,0.0,157.75,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,56,ROLE MODEL,59,,11182577.46,250.0
41,Hannah Elkins,605.1135644121849,https://instagram.com/milkychance_official,https://open.spotify.com/artist/1hzfo8twXdOegF3xireCYs,3777,119,-1.0,14400000.0,60.43998236994213,0.0,458.9583333333333,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,72,Milky Chance,31,,11182577.46,250.0
42,Hannah Elkins,605.1135644121849,https://instagram.com/whoismgmt,https://open.spotify.com/artist/0SwO7SWeDHJijQ3XNS7xEE,6552,98,-1.0,12700000.0,270.44007935300925,0.0,816.8571428571429,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,71,MGMT,66,,11182577.46,250.0
43,Hannah Elkins,605.1135644121849,https://instagram.com/lilyallen,https://open.spotify.com/artist/13saZpZnCDWOI9D4IJhp1f,6234,155,-1.0,6800000.0,1187.4402307325463,0.0,540.68,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,65,Lily Allen,40,,11182577.46,250.0
44,Hannah Elkins,605.1135644121849,https://instagram.com/gorillaz,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ,8170,289,-1.0,23500000.0,162.44036815655093,0.0,372.8709677419355,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,77,Gorillaz,28,,11182577.46,250.0
45,Hannah Elkins,605.1135644121849,https://instagram.com/jackjohnson,https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3,8223,195,-1.0,12300000.0,67.44049621868055,0.0,1228.842105263158,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,74,Jack Johnson,42,,11182577.46,250.0
46,Hannah Elkins,605.1135644121849,https://instagram.com/lauramarling,https://open.spotify.com/artist/7B2edU3Q7btJoNsoHCNohM,6063,201,-1.0,1100000.0,20.44054517400463,0.0,505.45454545454544,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,51,Laura Marling,30,,11182577.46,250.0
47,Hannah Elkins,605.1135644121849,https://instagram.com/unrealaltj/,https://open.spotify.com/artist/3XHO7cRUPCLOr6jwp8vsx5,4180,190,-1.0,8700000.0,102.44059673331019,0.0,291.5,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,68,alt-J,22,,11182577.46,250.0
48,Hannah Elkins,605.1135644121849,https://instagram.com/banesworld,https://open.spotify.com/artist/5BCnLrqpwYtufR1bDWn0hG,2716,15,-1.0,602000.0,60.440638345995374,0.0,996.2,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,47,Banes World,181,,11182577.46,250.0
49,Hannah Elkins,605.1135644121849,https://instagram.com/colbiecaillat,https://open.spotify.com/artist/6aZyMrc4doVtZyKNilOmwu,6063,150,-1.0,9800000.0,25.440774837870368,0.0,794.9473684210526,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,67,Colbie Caillat,40,,11182577.46,250.0
50,Hannah Elkins,605.1135644121849,https://instagram.com/raylamontagne,https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj,4743,85,-1.0,4400000.0,11.440818791018518,0.0,924.2857142857143,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,62,Ray LaMontagne,55,,11182577.46,250.0
51,Hannah Elkins,605.1135644121849,https://instagram.com/tracychapmanonline/,https://open.spotify.com/artist/7oPgCQqMMXEXrNau5vxYZP,12908,121,-1.0,11800000.0,2818.4408618025927,0.0,2848.5,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,68,Tracy Chapman,106,,11182577.46,250.0
52,Hannah Elkins,605.1135644121849,https://instagram.com/hannahelkinsmusic,https://open.spotify.com/artist/1GBgDU3jE3Qh7kP3Umdmmu,1474,8,-1.0,73.0,341.44089642480327,0.0,161.85714285714286,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,0,Hannah Elkins,184,,11182577.46,250.0
53,Hannah Elkins,605.1135644121849,https://instagram.com/fidlar,https://open.spotify.com/artist/3P6duIn7oHeiBACZfYeNud,4006,78,-1.0,618200.0,11.435587963506945,0.0,460.0,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,49,FIDLAR,51,,11182577.46,250.0
54,Hannah Elkins,605.1135644121849,https://instagram.com/benleftwich,https://open.spotify.com/artist/7D5oTJSXSHf51auG0106CQ,4433,92,-1.0,933800.0,629.4356491281944,0.0,496.57894736842104,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,48,Benjamin Francis Leftwich,48,,11182577.46,250.0
55,Hannah Elkins,605.1135644121849,https://instagram.com/george_ezra,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j,3565,97,-1.0,17400000.0,200.43570723309026,0.0,691.8888888888889,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,73,George Ezra,36,,11182577.46,250.0
56,Hannah Elkins,605.1135644121849,https://instagram.com/thexx,https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy,5119,93,-1.0,5800000.0,260.43575196350696,0.0,639.3181818181819,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,64,The xx,55,,11182577.46,250.0
57,Hannah Elkins,605.1135644121849,https://instagram.com/mumfordandsons,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,4967,135,-1.0,10300000.0,991.4357963711458,0.0,531.421052631579,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,70,Mumford &amp; Sons,36,,11182577.46,250.0
58,Hannah Elkins,605.1135644121849,No Instagram,https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn,6428,103,-1.0,5900000.0,50.435876616215275,-1.0,993.2105263157895,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,-1.0,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,62,Corinne Bailey Rae,62,-1.0,11182577.46,250.0
59,Hannah Elkins,605.1135644121849,https://instagram.com/tameimpala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,5698,103,-1.0,26100000.0,18.435971891921294,0.0,610.6521739130435,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,78,Tame Impala,55,,11182577.46,250.0
60,Hannah Elkins,605.1135644121849,https://instagram.com/reginaspektor,https://open.spotify.com/artist/3z6Gk257P9jNcZbBXJNX5i,8065,224,-1.0,3000000.0,368.4360428445023,0.0,1051.904761904762,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,59,Regina Spektor,36,,11182577.46,250.0
61,Hannah Elkins,605.1135644121849,No Instagram,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,20254,743,-1.0,30900000.0,218.4362149326736,-1.0,690.8965517241379,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,-1.0,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,79,Fleetwood Mac,27,-1.0,11182577.46,250.0
62,Hannah Elkins,605.1135644121849,https://instagram.com/benhoward_,https://open.spotify.com/artist/5schNIzWdI9gJ1QRK8SBnc,4602,121,-1.0,4400000.0,53.43624588975695,0.0,851.8125,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,64,Ben Howard,38,,11182577.46,250.0
63,Hannah Elkins,605.1135644121849,https://instagram.com/jamesblake,https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU,5108,125,-1.0,11300000.0,13.436293916898148,0.0,553.76,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,72,James Blake,40,,11182577.46,250.0
64,Hannah Elkins,605.1135644121849,https://instagram.com/realtamiaworld,https://open.spotify.com/artist/0le01dl1WllSHhjEXRl4in,8346,136,-1.0,2800000.0,25.436435344768523,0.0,1133.5294117647059,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,59,Tamia,61,,11182577.46,250.0
65,Hannah Elkins,605.1135644121849,https://instagram.com/newtonfaulkner,https://open.spotify.com/artist/0pf1lcBxh6HiiHQAIzhTI5,6093,255,-1.0,572800.0,256.4364841773843,0.0,453.02777777777777,Just a playlist to enjoy on your way to the beach from your favourite ethical jewellery brand ☀️ ,137,,161.85714285714286,https://open.spotify.com/playlist/2bRyBQ2zQWgg77BnWCh4YJ,46,Newton Faulkner,23,,11182577.46,250.0
